Stranding ID,Total Mass (g),Mass Industrial (g),Mass Sheet-like (g),Mass Threadlike (g),Mass Foam Plastic (g),Mass Hard Fragment (g),Mass Other Plastic (g),Mass Non-plastic (g),GIT Section,Category,Color,Mass (g),Length (mm),Width (mm),Depth (mm),Fragment?,Surface Area (cm2)
20190421TNS01,7.83,0,0.14,0,0,7.48,0.19,0,Small Intestine,Hard Fragment,Clear,0.05,7.73,6.78,0.92,No,1.315172
20190421TNS01,7.83,0,0.14,0,0,7.48,0.19,0,Small Intestine,Hard Fragment,Clear,0.04,9.06,4.46,0.89,No,1.048808
20190421TNS01,7.83,0,0.14,0,0,7.48,0.19,0,Small Intestine,Hard Fragment,Clear,0.02,10.95,4.9,0.33,No,1.17771
20190421TNS01,7.83,0,0.14,0,0,7.48,0.19,0,Small Intestine,Hard Fragment,Brown,0.06,19.57,6.31,0.31,No,2.63019
20190421TNS01,7.83,0,0.14,0,0,7.48,0.19,0,Small Intestine,Hard Fragment,Clear,1.66,NA,NA,NA,Yes,NA
20190420NKM01,0.48,0,0.2,0,0,0.12,0.17,0,Small Intestine,Hard Fragment,White,0.01,10.84,10.32,0.22,No,2.33048
20190420NKM01,0.48,0,0.2,0,0,0.12,0.17,0,Small Intestine,Hard Fragment,Orange,0.01,NA,NA,NA,Yes,NA
20190414EQY01,0.71,0,0.01,0,0.03,0.62,0.04,0,Small Intestine,Hard Fragment,Clear,0.01,4.81,4.47,2.25,No,0.847614
20190414EQY01,0.71,0,0.01,0,0.03,0.62,0.04,0,Small Intestine,Hard Fragment,Black,0.03,12.91,5.32,1.96,No,2.08824
20190414EQY01,0.71,0,0.01,0,0.03,0.62,0.04,0,Small Intestine,Hard Fragment,Clear,0.01,5.9,3.08,2.19,No,0.756764
20190414EQY01,0.71,0,0.01,0,0.03,0.62,0.04,0,Small Intestine,Hard Fragment,Clear,0.02,6.08,4.57,2.24,No,1.032832
20190414EQY01,0.71,0,0.01,0,0.03,0.62,0.04,0,Small Intestine,Hard Fragment,Clear,0.01,NA,NA,NA,Yes,NA
20080314AFA01,1.53,0,0.13,0.21,0,1.19,0,0,Small Intestine,Hard Fragment,White,0.06,15.28,11.78,0.77,No,4.016692
20080306AFA01,0.04,0,0,0,0,0.04,0,0,Small Intestine,Hard Fragment,White,0.02,9.46,4.76,0.84,No,1.139488
20191205MAD01,0,0,0,0,0,0,0,0,Large Intestine,Hard Fragment,White,0,9.47,3.12,0.64,No,0.75208
20191123NAN18,0.16,0,0.05,0,0,0.01,0.1,0,Large Intestine,Hard Fragment,Gray,0,6.4,2.93,0.58,No,0.483268
20191123NAN18,0.16,0,0.05,0,0,0.01,0.1,0,Large Intestine,Hard Fragment,Brown,0,3.24,2.61,0.49,No,0.226458
20190809AMW02,0.27,0,0.14,0,0.01,0,0.1,0.01,Large Intestine,Hard Fragment,Clear,0,NA,NA,NA,Yes,NA
20190726CLC01,1.27,0,0.06,0.02,0.02,0.05,1.08,0.02,Large Intestine,Hard Fragment,White,0.03,6.05,4.22,3.02,No,1.130928
20190726CLC01,1.27,0,0.06,0.02,0.02,0.05,1.08,0.02,Large Intestine,Hard Fragment,Green,0.02,4.26,2.9,1.96,No,0.527752
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.02,8.38,5.92,0.73,No,1.200972
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.05,11.25,6.87,1.13,No,1.955262
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.1,14.44,12.66,0.93,No,4.160268
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.05,12.45,9.71,0.7,No,2.72803
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.03,14.96,3.95,0.76,No,1.469272
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.05,13.16,5.57,1.02,No,1.848116
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.03,9.06,7.06,0.7,No,1.504952
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.12,14.96,14.29,0.79,No,4.737718
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.04,9.2,6.63,0.9,No,1.50486
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.05,14.48,12.93,0.35,No,3.936398
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Gray,0.12,15.73,10.39,0.95,No,3.764974
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.21,10.96,6.96,3.56,No,2.801536
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.02,7.82,4.91,0.67,No,0.938506
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Green,0.13,17.26,15.88,0.61,No,5.886084
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.03,8.05,6.43,0.71,No,1.240846
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.1,26.51,6.29,0.73,No,3.813838
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.04,9.4,5.41,0.95,No,1.29847
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.02,9.1,3.81,0.69,No,0.871578
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.03,8.28,4.91,0.88,No,1.04524
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.03,10.97,4.54,0.7,No,1.213216
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Pink/Purple,0.05,10.03,5.28,1.06,No,1.38374
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.16,20.09,14.34,0.61,No,6.181858
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.02,12.04,6.72,0.27,No,1.71948
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.04,12.51,4.09,0.82,No,1.295558
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Brown,0.21,39.51,6.46,0.82,No,5.8586
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.02,13.01,3.97,0.38,No,1.162042
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Gray,0.11,38.94,5.12,0.49,No,4.419244
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.07,23.96,8.37,0.29,No,4.198418
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.02,10.65,2.52,0.57,No,0.686898
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,White,0.04,12.31,10.92,0.19,No,2.776778
20190614LES01,2.51,0,0.12,0,0,2.26,0.12,0,Large Intestine,Hard Fragment,Clear,0.21,NA,NA,NA,Yes,NA
20190604ALC01,1.12,0,0.81,0.17,0,0.08,0.01,0.05,Large Intestine,Hard Fragment,Blue,0.07,35.37,10.05,0.35,No,7.42731
20190604ALC01,1.12,0,0.81,0.17,0,0.08,0.01,0.05,Large Intestine,Hard Fragment,Clear,0.01,NA,NA,NA,Yes,NA
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,White,0,4.7,3.01,0.61,No,0.377002
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,White,0.02,6.29,3.23,1.84,No,0.75667
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,5.03,2.74,1.28,No,0.474556
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.02,7.13,3.4,1.37,No,0.773362
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.02,4.92,3.93,1.34,No,0.623892
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.02,4.79,3.56,1.33,No,0.563158
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.03,6.51,4.17,1.23,No,0.805662
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.03,5.44,4.01,1.3,No,0.681988
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Yellow,0.02,4.8,2.87,1.29,No,0.473406
20190603EFP01,0.77,0,0.3,0.05,0.11,0.22,0.09,0,Large Intestine,Hard Fragment,Clear,0.03,NA,NA,NA,Yes,NA
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Brown,0,10.1,6.34,0.11,No,1.316848
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.01,10,6.8,0.62,No,1.56832
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Blue,0.01,8.41,4.77,0.71,No,0.98947
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.03,13.68,6.43,0.77,No,2.068942
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.02,14.97,4.78,0.48,No,1.620732
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Green,0.02,8.93,5.17,0.68,No,1.115122
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Orange,0.03,8.13,5.73,0.88,No,1.175634
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,White,0.03,10.88,5.78,0.65,No,1.474308
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.05,11.14,9.23,0.49,No,2.25607
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.05,NA,NA,NA,Yes,NA
20190601NFP03,0.93,0,0.13,0.02,0.24,0.29,0.25,0,Large Intestine,Hard Fragment,Clear,0.01,NA,NA,NA,Yes,NA
20190531AMO03,0.08,0,0.02,0,0,0.04,0,0,Large Intestine,Hard Fragment,Gray,0.02,7.31,4.18,1.38,No,0.92824
20190531AMO03,0.08,0,0.02,0,0,0.04,0,0,Large Intestine,Hard Fragment,White,0.02,NA,NA,NA,Yes,NA
20190523EAE39,0.22,0,0.15,0,0,0.07,0,0,Large Intestine,Hard Fragment,Clear,0.01,7.31,3.63,0.76,No,0.696994
20190523EAE39,0.22,0,0.15,0,0,0.07,0,0,Large Intestine,Hard Fragment,Blue,0.01,8.99,5.81,0.36,No,1.151198
20190523EAE39,0.22,0,0.15,0,0,0.07,0,0,Large Intestine,Hard Fragment,Clear,0.04,NA,NA,NA,Yes,NA
20190522TPW02,0.05,0,0,0,0,0.05,0,0,Large Intestine,Hard Fragment,Brown,0,8.98,6.06,3.81,No,2.234424
20190522TPW02,0.05,0,0,0,0,0.05,0,0,Large Intestine,Hard Fragment,White,0.05,7.31,4.67,0.91,No,0.90079
20190522TPW01,0,0,0,0,0,0,0,0,Large Intestine,Hard Fragment,Brown,0,7.31,2.05,0.22,No,0.340894
20190520AMO02,0.79,0,0.28,0.44,0,0.07,0,0,Large Intestine,Hard Fragment,Brown,0.01,7.77,6.68,0.53,No,1.191242
20190520AMO02,0.79,0,0.28,0.44,0,0.07,0,0,Large Intestine,Hard Fragment,White,0.01,6.88,4.11,0.91,No,0.765554
20190520AMO02,0.79,0,0.28,0.44,0,0.07,0,0,Large Intestine,Hard Fragment,Blue,0,NA,NA,NA,Yes,NA
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0,7.56,5.14,0.21,No,0.830508
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0,9.87,2.95,0.2,No,0.63361
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0,5.68,4.14,0.21,No,0.511548
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,6.78,3.85,0.76,No,0.683636
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,7.3,3.97,0.64,No,0.723876
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,White,0.01,7.6,4.7,0.51,No,0.83986
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,6.65,3.88,0.67,No,0.657142
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,White,0.02,8.55,4.36,0.71,No,0.928882
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0.04,9.03,6.99,0.66,No,1.473858
20190519PCF01,0.82,0,0.36,0.1,0,0.27,0.09,0,Large Intestine,Hard Fragment,Clear,0.14,NA,NA,NA,Yes,NA
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,White,0,8.47,3.2,0.54,No,0.668116
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Clear,0.01,13.82,4.66,0.99,No,1.653928
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Green,0.07,29.52,5.49,0.66,No,3.703428
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Yellow,0.05,13.79,7.74,0.6,No,2.393052
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Yellow,0.03,8.26,5.46,0.8,No,1.121512
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Yellow,0.05,13.47,5.83,0.64,No,1.817642
20190519DXG02,0.7,0,0.17,0.04,0,0.27,0.22,0,Large Intestine,Hard Fragment,Yellow,0.05,NA,NA,NA,Yes,NA
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,Clear,0,21.84,16.89,0.09,No,7.447266
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,White,0,18.66,14.92,0.43,No,5.856932
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,Clear,0,21.57,12.74,0.46,No,5.811688
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,White,0,26.47,9.66,0.24,No,5.287428
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,White,0.02,19.05,12.96,12.13,No,12.703386
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,Clear,0.07,31.24,18.95,1.57,No,13.415926
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,Brown,0.01,18.16,12.55,0.3,No,4.74242
20190518CXG01,0.9,0,0.58,0.13,0,0.12,0,0.07,Large Intestine,Hard Fragment,White,0.02,16.56,7.51,0.81,No,2.877246
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0,6.49,5.03,0.85,No,0.848734
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0,5.77,4.33,0.79,No,0.659262
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.01,7.81,5.58,0.69,No,1.056378
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.02,7.68,3.57,1.63,No,0.915102
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.02,10.75,6.24,0.47,No,1.501306
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.05,9.38,5.69,1.15,No,1.414054
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,White,0.09,16.04,5.97,1.15,No,2.421406
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.02,8.67,3.19,0.77,No,0.73579
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.03,7.76,4.15,0.98,No,0.877516
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.02,7.19,5.79,0.46,No,0.952018
20190517CXG01,4.01,0,0.23,0,0,0.39,3.39,0,Large Intestine,Hard Fragment,Clear,0.05,NA,NA,NA,Yes,NA
20190513RMW02,0.64,0,0.41,0,0,0.11,0.1,0,Large Intestine,Hard Fragment,Green,0,9.36,4.77,0.46,No,1.02294
20190513RMW02,0.64,0,0.41,0,0,0.11,0.1,0,Large Intestine,Hard Fragment,Brown,0.04,9.3,3.47,2.16,No,1.197084
20190513RMW02,0.64,0,0.41,0,0,0.11,0.1,0,Large Intestine,Hard Fragment,White,0.06,6.03,5.91,1.69,No,1.116318
20190510HRF01,0.38,0,0.04,0.02,0,0.21,0.1,0,Large Intestine,Hard Fragment,Yellow,0.01,7,5.18,0.48,No,0.842128
20190510HRF01,0.38,0,0.04,0.02,0,0.21,0.1,0,Large Intestine,Hard Fragment,Yellow,0.06,17.46,14.36,0.34,No,5.230888
20190510HRF01,0.38,0,0.04,0.02,0,0.21,0.1,0,Large Intestine,Hard Fragment,Blue,0.02,7.4,3.83,0.86,No,0.759996
20190510HRF01,0.38,0,0.04,0.02,0,0.21,0.1,0,Large Intestine,Hard Fragment,Blue,0.08,12.67,8.02,0.94,No,2.42124
20190510HRF01,0.38,0,0.04,0.02,0,0.21,0.1,0,Large Intestine,Hard Fragment,Blue,0.02,NA,NA,NA,Yes,NA
20190507EXR02,0.93,0,0.72,0.06,0,0.12,0,0.3,Large Intestine,Hard Fragment,Brown,0.12,16.21,9.94,1.85,No,4.190098
20190507EXR01,0.43,0,0.06,0.02,0,0,0.35,0,Large Intestine,Hard Fragment,Green,0.01,6.79,4.82,1,No,0.886756
20190506APS01,1.24,0.01,0.02,0,0,1.1,0.09,0,Large Intestine,Hard Fragment,Clear,0,6.55,4.36,1.03,No,0.795906
20190506APS01,1.24,0.01,0.02,0,0,1.1,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,4.82,4.03,1.09,No,0.581422
20190506APS01,1.24,0.01,0.02,0,0,1.1,0.09,0,Large Intestine,Hard Fragment,Clear,0.01,9.57,6.15,0.35,No,1.28715
